id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15965563,Common room near Gek Poh Shopping Center,103692249,Meganathan,West Region,Jurong West,1.34679,103.69814,Private room,25,180,1,2018-11-21,0.02,2,57,0,
15978100,清幽宁静、整洁干净的公寓房间。包水电网煮饭游泳桑拿健身房。,102918859,Yajie,East Region,Bedok,1.31708,103.93429,Private room,89,92,7,2021-12-17,0.13,1,0,1,
15991345,Cozy room in Newton,1521514,Elizabeth,Central Region,Newton,1.31268,103.83774,Private room,75,92,29,2020-01-12,0.45,7,365,0,
16005440,Single bedroom in Condo,10855869,George,North-East Region,Punggol,1.39828,103.91404,Private room,85,92,0,,,1,57,0,
16006904,Quiet Room in Newton,1521514,Elizabeth,Central Region,Newton,1.3114,103.83911,Private room,69,92,12,2020-01-31,0.24,7,365,0,
16007139,Room with a balcony,1521514,Elizabeth,Central Region,Novena,1.31234,103.84297,Private room,81,92,12,2019-12-30,0.20,7,365,0,
16007789,Convenient Studio opp Chinatown MRT,23722617,Alex,Central Region,Outram,1.28381,103.84556,Entire home/apt,83,92,17,2019-08-19,0.27,76,90,0,
16036564,Common Rm nr Expo/SUTD/CBP/Airport/Boeing (72C1),4705949,Kit,East Region,Tampines,1.34159,103.95805,Private room,89,93,11,2020-11-22,0.17,1,91,0,
16044788,Loft studio at Orchard Rd,11390076,Tryston,Central Region,Newton,1.30641,103.84045,Private room,106,93,14,2020-01-01,0.22,10,332,0,
16054752,Common Bed Room Next to NTU,104193036,Xuebao,West Region,Jurong West,1.34313,103.68701,Private room,53,180,1,2016-12-08,0.02,2,181,0,
16057988,CleanCosyApt Beautiful Hills&CottageView By theSea,772728,Sunrise,Central Region,Queenstown,1.2803,103.78528,Entire home/apt,388,92,35,2019-08-04,0.61,2,181,0,
16059067,Single bed room,104193036,Xuebao,West Region,Western Water Catchment,1.34406,103.68659,Private room,49,92,1,2017-12-05,0.02,2,113,0,
16110969,FAMILY SUITE FOR 10 (Free Breakfast),65679130,Seven,Central Region,Kallang,1.31005,103.85829,Private room,279,92,10,2019-11-03,0.16,15,237,0,
16118606,Cosy Balinese studio in town,11463785,Dianne,Central Region,Kallang,1.31721,103.85684,Entire home/apt,72,92,15,2020-10-04,0.23,7,331,0,
16140165,Entire Condo Unit in Downtown-min walk to 3 MRT,21149720,Mike,Central Region,Kallang,1.31044,103.86078,Entire home/apt,272,92,28,2019-12-08,0.46,16,365,0,
16149105,Modern One bedroom 3 in Luxury Serviced Apartment,68059127,Wei,East Region,Bedok,1.32373,103.91641,Private room,180,92,1,2018-12-01,0.02,35,269,0,
16149534,Luxury Serviced Apartment - Cozy Studio Room 5,68059127,Wei,East Region,Bedok,1.32516,103.91487,Private room,140,92,0,,,35,300,0,
16149684,Modern & Big One bedroom 8 at topfloor in bungalow,68059127,Wei,East Region,Bedok,1.32362,103.9146,Private room,200,92,1,2020-01-01,0.04,35,87,0,
16150227,Superior Double Room in House with services (4),68059127,Wei,East Region,Bedok,1.31844,103.91237,Private room,100,92,4,2021-09-23,0.13,35,305,1,
16150642,Superior Studio room & private bathroom/kitchen(7),68059127,Wei,East Region,Bedok,1.31703,103.91242,Private room,130,92,4,2021-11-15,0.12,35,198,2,
16155549,common room （3 minutes walking from MRT station）,91481229,Lin,Central Region,Toa Payoh,1.33514,103.85017,Private room,4000,92,0,,,1,181,0,
16177101,Instant Booking Single Capsule Hostel,46545593,Meadows,Central Region,Kallang,1.31252,103.86088,Shared room,24,92,89,2019-06-28,1.37,15,1,0,
16183428,Instant Double Bed Capsule,46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,47,92,11,2019-10-15,0.18,15,86,0,
16206947,Nice master bedroom,54324125,Angela,North-East Region,Ang Mo Kio,1.39604,103.84924,Private room,89,92,0,,,5,364,0,
16209070,highrise heritage queenbed RmA (Not for Tourist),8948251,Joey,Central Region,Outram,1.2833,103.84368,Private room,69,92,1,2016-12-13,0.02,63,86,0,
16213115,Family 10 person Private Room(2 Double & 6 Single),46545593,Meadows,Central Region,Kallang,1.31114,103.86054,Hotel room,225,92,18,2020-02-03,0.28,15,1,0,
16213146,Nice Common Room,54324125,Angela,Central Region,Novena,1.32796,103.84058,Private room,69,92,1,2017-03-08,0.02,5,364,0,
16213361,Nice Master Bedroom,54324125,Angela,North-East Region,Serangoon,1.35641,103.86726,Private room,109,92,0,,,5,364,0,
16220808,Lavender DoubleBed *RmWZ : 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30768,103.8634,Private room,49,92,1,2018-06-24,0.02,83,86,0,
16236835,Comfy Studio 10 mins to MRT,23722617,Alex,Central Region,Geylang,1.31316,103.88674,Entire home/apt,72,92,25,2022-01-30,0.40,76,90,1,
16243464,Cozy and clean master ensuit room for rent,106191222,Varsha,East Region,Bedok,1.328848,103.913361,Entire home/apt,52,92,0,,,1,362,0,
16260783,Deluxe Modern studio room EZS-6 with pool,24496358,Katherine,East Region,Bedok,1.3255,103.91599,Private room,130,92,5,2020-03-18,0.09,39,298,0,
16291031,Cosy 1 bedroom apartment (Walk to Aljunied MRT),14521708,Shirley,Central Region,Geylang,1.31558,103.88747,Entire home/apt,78,180,34,2020-02-23,0.53,15,180,0,
16309636,Centre of Chinatown.,49380207,Ong,Central Region,Outram,1.28373,103.84347,Private room,88,92,69,2021-12-05,1.08,7,365,1,
16367233,Pasir View Park - 200 Pasir Panjang Road,107188825,Matt,Central Region,Queenstown,1.27805,103.78794,Private room,46,180,0,,,1,181,0,
16370834,Comfortable Chermai (BR2),5423329,Jerome & Jane,North-East Region,Serangoon,1.38703,103.87264,Private room,90,92,33,2021-12-25,0.53,2,343,11,
16395877,The Club Residences - Contemporary Manor,84411185,Darren,Central Region,Southern Islands,1.25312,103.82374,Entire home/apt,8900,92,0,,,2,270,0,
16413107,Large Spacious 1 Bedroom apartment,14521708,Shirley,Central Region,Geylang,1.31337,103.88779,Entire home/apt,92,180,32,2020-02-03,0.50,15,180,0,
16424205,Luxurious Villa with Private Pool,51481829,Shulin,West Region,Bukit Batok,1.37738,103.7586,Private room,180,92,9,2017-03-19,0.14,3,358,0,
16462052,Elegant Room with Private Pool (2),51481829,Shulin,West Region,Bukit Batok,1.37723,103.75837,Private room,160,92,17,2017-06-18,0.27,3,358,0,
16477283,Elegant Room with Private Pool (1),51481829,Shulin,West Region,Bukit Batok,1.37741,103.75807,Private room,160,92,19,2017-10-04,0.30,3,358,0,
16495388,Private room in a cozy apartment,28599355,Harry,Central Region,Bukit Merah,1.27329,103.83743,Private room,200,95,0,,,1,89,0,Authorised Serviced Apartment
16502098,Cheap Private Rm in Cosy Home!,108417270,Nargis,East Region,Bedok,1.31889,103.91243,Private room,42,92,141,2020-02-09,2.35,3,180,0,
16503238,Clean and cosy condominium near Hillview Station,36773968,Winnie,West Region,Bukit Batok,1.36034,103.76572,Private room,40,92,1,2019-01-29,0.03,1,336,0,
16519375,"Cozy, spacious rooms with new fast internet",108476315,Jane,Central Region,River Valley,1.29732,103.8397,Private room,52,9,18,2021-07-12,0.46,2,280,4,Authorised Serviced Apartment
16522880,Clean Dorms - Steps from Chinatown MRT! (per bed),100353323,Royal,Central Region,Outram,1.28489,103.84293,Hotel room,30,92,15,2019-09-10,0.24,6,181,0,
16524551,Female Dorms - Unbeatable Location in Chinatown!,100353323,Royal,Central Region,Outram,1.28489,103.84323,Hotel room,31,92,11,2019-12-13,0.17,6,181,0,
16552273,1960s Queenbed RmAd* @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30747,103.86212,Private room,49,92,1,2018-10-31,0.02,63,86,0,
16565287,"1+ Stay in City Center, next to MRT",47866620,Nanda,Central Region,Kallang,1.31402,103.85493,Private room,51,92,82,2021-12-31,1.30,8,271,5,
16578603,Cosy single bedroom in Yishun SGP,63207270,Jiaquan,North Region,Yishun,1.4182,103.83669,Private room,21,365,2,2017-03-29,0.03,1,365,0,
16621264,1Br 2-4pax in Orchard 5 mins to MRT,108219571,Clement,Central Region,River Valley,1.29666,103.8371,Entire home/apt,130,92,13,2017-05-02,0.21,1,0,0,
16650721,AmazinMasterbed Room next to MRT,28809566,Property,North Region,Sembawang,1.44154,103.82184,Private room,121,92,1,2018-10-08,0.02,5,364,0,
16677104,Holiday Apartment for Family -walk to 3 MRT lines,21149720,Mike,Central Region,Kallang,1.31264,103.85647,Entire home/apt,244,92,1,2018-09-18,0.02,16,365,0,
16701352,Leisure Studio APT 5 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27343,103.8456,Entire home/apt,140,92,35,2021-04-03,0.61,138,17,1,
16742820,Premium Studio In Orchard Road (350 sqft),111065775,Joyce,Central Region,River Valley,1.29719,103.83861,Hotel room,170,6,12,2020-02-28,0.19,17,331,0,Authorised Serviced Apartment
16743909,Cozy Small Studio Apartment Off Orchard (200 sqft),111065775,Joyce,Central Region,River Valley,1.29685,103.83809,Hotel room,130,6,19,2019-09-01,0.31,17,331,0,Authorised Serviced Apartment
16750061,Small Studio Apartment In Orchard Road (200 sqft),111065775,Joyce,Central Region,Orchard,1.29899,103.8386,Entire home/apt,130,6,8,2019-10-22,0.13,17,322,0,Authorised Serviced Apartment
16758638,Quirky gem near Orchard Road / INSEAD (1 bedroom),29666204,Soong,Central Region,Bukit Timah,1.30961,103.79772,Private room,98,92,14,2021-12-12,0.22,3,364,3,
16823251,Homely Feeling & Cosy Stay,65319133,Rosey,Central Region,Bukit Merah,1.28464,103.82552,Private room,70,180,38,2019-12-09,0.61,2,0,0,
16832754,Bright & beautiful apt near Orchard Rd/NUS/INSEAD,29666204,Soong,Central Region,Queenstown,1.30767,103.7967,Entire home/apt,241,92,16,2021-09-16,0.26,3,364,1,
16846533,Small Cozy  Studio Room in Orchard Road (200 sqft),111065775,Joyce,Central Region,River Valley,1.29755,103.83676,Entire home/apt,130,7,23,2020-01-04,0.38,17,331,0,Authorised Serviced Apartment
16848828,Comfortable Small Studio in Orchard (200 sqft),111065775,Joyce,Central Region,River Valley,1.29699,103.83858,Hotel room,130,6,12,2018-09-02,0.20,17,306,0,Authorised Serviced Apartment
16881298,PARADISE  SUITE  ACCOMMODATION  FOR  BLESSED (3),112299696,Accomodation,North Region,Sembawang,1.44241,103.82172,Private room,102,92,2,2017-07-16,0.03,3,365,0,
16891958,"Apt Room 5mins to Haji, near MBS/Suntec/Sportshub",3234859,Sk,Central Region,Kallang,1.30617,103.8612,Private room,80,92,233,2020-10-18,3.70,2,0,0,
16964241,Clean Dorms - Steps from Chinatown MRT! (Per Bed),100353323,Royal,Central Region,Outram,1.28299,103.84457,Hotel room,31,92,36,2019-11-23,0.58,6,365,0,
16966634,Quiet and Safe Location (BR1),5423329,Jerome & Jane,North-East Region,Serangoon,1.38565,103.87355,Private room,90,92,28,2021-12-12,0.45,2,89,2,
16985394,Family Room for 20 Guests,65679130,Seven,Central Region,Kallang,1.31005,103.85829,Private room,560,92,2,2019-06-23,0.04,15,331,0,S0341
16988242,"aljunied solo Mini Ensuite, 3 min walk MRT",2413412,Kaurus,Central Region,Geylang,1.3147,103.88163,Private room,37,92,3,2021-05-12,0.05,83,361,1,
17004808,Cosy Room in Upper Thomson Road,33151277,Tarcia,North-East Region,Ang Mo Kio,1.37464,103.82849,Private room,35,92,1,2017-06-14,0.02,1,358,0,
17037625,1 BR apt Somerset MRT w facilities,25033568,Edwin,Central Region,River Valley,1.29846,103.83738,Private room,137,100,0,,,1,181,0,
17053896,Masteroom with private bath @ Central Imperial,25375339,ｼﾝ,Central Region,Geylang,1.31198,103.87923,Private room,45,92,5,2019-08-01,0.11,8,365,0,
17110437,Vacation Apartment in Downtown (3 MRTs),21149720,Mike,Central Region,Kallang,1.31232,103.85899,Entire home/apt,244,92,1,2019-10-06,0.03,16,365,0,
17112396,"SPACIOUS, COMFORTABLE MASTERBEDROOM",112299696,Accomodation,North Region,Sembawang,1.44196,103.8249,Private room,204,92,0,,,3,364,0,
17123186,Aljunied 3min walk: Small room w personal shower,97878860,Chess,Central Region,Geylang,1.31522,103.882,Private room,59,92,1,2017-05-08,0.02,51,361,0,
17179470,Modern Asian Peranakan Gem 1,23874147,Adrian,North Region,Woodlands,1.43109,103.77355,Private room,38,92,13,2022-01-07,0.29,2,330,3,
17191773,Smith Street Cosy Studio Single Apartment,23336011,Heritage,Central Region,Outram,1.2833,103.84245,Entire home/apt,100,92,8,2020-03-18,0.14,55,365,0,
17275135,Orchard Rd - Big Master Room,11390076,Tryston,Central Region,Newton,1.30447,103.83852,Private room,99,93,15,2020-01-30,0.24,10,364,0,
17325640,Great Ensuite room just opposite of Mrt and Lake,21386285,Susie,West Region,Jurong West,1.3468,103.7234,Private room,81,92,2,2021-07-15,0.05,2,365,1,
17414394,Queen Bed Capsule in Clean Hostel(Price for 2 Pax),117765997,Meadows Lavender,Central Region,Kallang,1.31143,103.86067,Shared room,49,30,16,2019-01-20,0.27,2,0,0,S0340
17454856,2CozyRooms@City Center/FarrerPark MRT/Little India,47866620,Nanda,Central Region,Kallang,1.31352,103.85333,Private room,89,92,59,2021-12-25,0.97,8,271,1,
17483368,prewar singlebed Window RmA1 > lavender MRT,97878860,Chess,Central Region,Kallang,1.30784,103.86116,Private room,59,92,2,2019-09-18,0.03,51,331,0,
17488373,prewar doublebed RmA1 > lavender MRT,97878860,Chess,Central Region,Kallang,1.30834,103.86143,Private room,49,92,1,2017-05-27,0.02,51,86,0,
17519803,Downtown *View Ensuite+livingRm (Not For Tourist),97878860,Chess,Central Region,Outram,1.28498,103.84351,Private room,79,92,1,2017-04-30,0.02,51,86,0,
17626886,prewar doublebed RmA* > lavender MRT,97878860,Chess,Central Region,Kallang,1.3095,103.86144,Private room,49,92,4,2018-06-16,0.07,51,86,0,
17627294,Cozy Studio Apartment w WIFI near Somerset/Orchard,109333133,Kein Quyen,Central Region,River Valley,1.29781,103.83938,Entire home/apt,141,29,56,2020-05-30,0.92,18,27,0,Authorised Serviced Apartment
17641382,Smith Street Pristine Studio Apartment,23336011,Heritage,Central Region,Outram,1.28117,103.84189,Entire home/apt,115,92,5,2019-09-15,0.11,55,365,0,
17646003,Homely feeling,65319133,Rosey,Central Region,Bukit Merah,1.28255,103.82506,Private room,70,92,0,,,2,0,0,
17660250,Nice and convenient room,107540964,Eastern,Central Region,Marine Parade,1.30345,103.89657,Private room,65,92,1,2017-12-20,0.02,1,0,0,
17672050,SIngle Capsule Bed in Clean Hostel,117765997,Meadows Lavender,Central Region,Kallang,1.31157,103.86069,Shared room,34,30,43,2019-11-17,0.70,2,83,0,S0340
17684352,Luxurious Penthouse in Orchard,114813216,Serene,Central Region,Museum,1.30098,103.84488,Entire home/apt,150,92,47,2021-08-23,0.87,1,0,1,
17736530,Rosewood@33,120966362,Shijie,West Region,Jurong West,1.33727,103.69013,Private room,100,92,32,2021-01-09,0.56,1,300,0,
17740089,Orchard Road 2 single beds,119740557,Nicholas,Central Region,Newton,1.30571,103.84077,Private room,65,180,9,2018-09-19,0.15,2,90,0,
17769862,*Cozy Room @ City Center,47866620,Nanda,Central Region,Kallang,1.31358,103.85453,Private room,51,92,106,2022-02-28,1.74,8,267,3,
17856170,A.Cozy modern place @ little India.,73308318,Shan Bros,Central Region,Rochor,1.30898,103.85301,Private room,45,92,141,2021-07-29,2.32,5,271,2,
17863026,"D.Modern Place, value for money for 1 or more....",73308318,Shan Bros,Central Region,Rochor,1.30775,103.85217,Private room,45,92,136,2020-03-17,2.24,5,365,0,
17884419,Condo Pool View Master Room (Near NTU),12601408,Joe,West Region,Jurong West,1.35156,103.69888,Private room,63,92,7,2019-08-05,0.12,1,0,0,
17899942,~Entire Condo Apartment in Downtown -3 MRTs,21149720,Mike,Central Region,Kallang,1.31341,103.86042,Entire home/apt,244,92,1,2017-09-13,0.02,16,365,0,
17927897,Clarke Quay Studio Premium (Staycation Approved),23336011,Heritage,Central Region,Singapore River,1.28742,103.84786,Private room,175,1,8,2021-04-22,0.15,55,359,1,S0454
17928170,Clarke Quay Studio (Staycation Approved),23336011,Heritage,Central Region,Singapore River,1.28738,103.84773,Private room,178,1,100,2022-03-24,1.69,55,364,20,S0454
17928273,Clarke Quay  Studio Single (Staycation Approved),23336011,Heritage,Central Region,Downtown Core,1.28918,103.84934,Private room,151,1,50,2021-10-14,0.84,55,350,2,S0454
17929045,Beds (without window)near Bugis Heritage,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,165,92,4,2020-01-18,0.12,6,0,0,
17929049,Premier Twin Beds (with window),211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,185,92,4,2019-12-26,0.10,6,0,0,
17929052,"Urban Heritage (Suite with washer/dryer,microwave)",211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,270,92,0,,,6,0,0,
17929053,Urban Skyloft with Balcony near Bugis Heritage,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,240,92,8,2021-06-21,0.20,6,0,1,
17929054,Heritage Family Room with high ceiling,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,290,92,3,2020-01-24,0.11,6,0,0,
17929055,Cabin Non window room near Bugis and City Hall,211434941,Sl,Central Region,Downtown Core,1.29649,103.85526,Hotel room,155,92,11,2020-02-21,0.33,6,0,0,
17929480,Downtown Queenbed Room@Chinatown (Not for Tourist),97878860,Chess,Central Region,Outram,1.28336,103.84139,Private room,69,92,0,,,51,86,0,
17949590,Cheap Private Bedroom In Cosy Home,108417270,Nargis,East Region,Bedok,1.31738,103.90893,Private room,40,92,50,2020-01-14,1.03,3,91,0,
18052476,CHIC STAY IN THE HEART OF SINGAPORE!,124238686,Mk,Central Region,Newton,1.31001,103.84101,Private room,70,92,52,2020-03-10,0.87,2,173,0,
18081902,1 Studio Suite Apartment along Orchard Road!,124516401,Orchard Point,Central Region,Orchard,1.30236,103.83986,Entire home/apt,473,6,9,2019-07-30,0.16,6,365,0,Authorised Serviced Apartment
18085436,GT City Apt,124536308,Gongtong,North-East Region,Serangoon,1.35487,103.8687,Private room,375,92,0,,,1,0,0,
18086207,2 Bed 2 Bath Apt 2mins to MRT (min 3-mths),9321032,Ken,Central Region,Rochor,1.30112,103.85232,Entire home/apt,165,92,9,2020-02-11,0.15,1,332,0,
18109887,Condo Common room at clementi - near nus,101940767,Krish,West Region,Clementi,1.32,103.76018,Private room,59,92,15,2019-12-01,0.26,1,91,0,
18117026,New condo room near jurong east MRT,124827904,Lucy,West Region,Jurong East,1.33437,103.74177,Private room,90,92,16,2022-02-01,0.29,4,271,1,
18151459,West private room near NTU,12083856,Wendy,West Region,Jurong West,1.34443,103.71245,Private room,58,185,4,2018-05-02,0.07,2,365,0,
18166182,Lux 2Br @Tanjong Pagar / ShentonWay,45661681,Betty,Central Region,Outram,1.27731,103.84322,Entire home/apt,399,92,4,2021-12-08,0.07,11,365,1,
18169687,Luxury Serviced Apartment-Studio Room 6 & Pool,68059127,Wei,East Region,Bedok,1.32551,103.91498,Private room,130,92,6,2020-07-19,0.13,35,298,0,
18180874,"K2 guesthouse bedroom  with bathroom(205,305,309)",52310102,Shnstay,Central Region,Queenstown,1.27941,103.78772,Private room,245,3,7,2019-08-07,0.12,5,365,0,S0399
18184250,Lor 17 L2R5 Private room in a walkup apartment,33096269,E C,Central Region,Geylang,1.31314,103.88002,Private room,55,92,118,2022-02-05,1.99,6,359,1,
18199481,Clarke Quay Single no window (Staycation Approved),23336011,Heritage,Central Region,Singapore River,1.28915,103.84825,Private room,112,1,10,2021-05-10,0.26,55,329,1,S0454
18202395,Clarke Quay Studio No window (Staycation Approved),23336011,Heritage,Central Region,Outram,1.28242,103.84723,Private room,132,1,29,2020-10-18,0.72,55,341,0,S0454
18235755,LOVELY  STAY in HEART OF ISLAND!!,124238686,Mk,Central Region,Newton,1.30825,103.84003,Private room,68,92,138,2020-07-03,2.29,2,27,0,
18253219,"Condo studio, Tanjong Pagar MRT (CBD), Min. 3 mths",92626981,S,Central Region,Downtown Core,1.27361,103.84421,Entire home/apt,109,92,1,2017-12-30,0.02,1,226,0,
